Grade,Chapter,Context,Question,CorrectAnswer,UniquePart,Difficulty
11,Industrial Revolution,"Using machines for activities of tea factories such as drying, grading and exporting",What are some activities that machines are used for in tea factories?,"Machines are used for activities such as drying, grading, and exporting in tea factories.","drying, grading",Medium
11,Industrial Revolution,The necessity of a banking system was felt in order to handle financial transactions between countries in import and export.,What was the primary reason for the establishment of a banking system in Sri lanka?,To handle financial transactions between countries in import and export.,To handle financial transactions between countries in import and export.,Medium
11,Industrial Revolution,Up to this time transportation was done by means of carts.,What was the primary mode of transportation in Sri lanka before the advent of new methods?,Transportation was done by means of carts.,Carts,Medium
11,Industrial Revolution,"The Colombo - Kandy road was constructed during the time of the governor, Edward Barns.",Who constructed the Colombo-Kandy road during the time of the governor?,Edward Barns.,Edward Barns,Medium
11,Industrial Revolution,"Further, the wood bridges that existed over water ways were replaced by iron bridges.",What replaced the wood bridges over waterways in the past?,Iron bridges.,Iron bridges.,Easy
11,Industrial Revolution,"The governor, Henry Ward started laying railways.",Who started laying railways in Sri lanka?,"Henry Ward, the governor.",Henry Ward,Easy
11,Industrial Revolution,The construction of the Kandy railway was started in 1858 and was completed in 1863.,When was the construction of the Kandy railway started ?,The construction of the Kandy railway was started in 1858,1858,Hard
11,Industrial Revolution,"In August 1867, a train service was started from Colombo to Kandy for the first time.",When was the train service started from Colombo to Kandy for the first time?,In August 1867.,In August 1867.,Hard
11,Industrial Revolution,After that it was extended from Peradeniya to Nawalapitiya in 1871...,To where the Kandy train was extended from Peradeniya  in 1871?,Nawalapitiya,Nawalapitiya,Medium
11,Industrial Revolution,...and up to Bandarawela in 1899.,What was the year the Kandy train journey went up to Bandarawela?,1899,1899,Hard
11,Industrial Revolution,"Gampola, Badulla, Ratnapura and Matale are such cities beyond Colombo that were populated during this time.",What cities were populated beyond Colombo during this time?,"Gampola, Badulla, Ratnapura, and Matale.","Gampola, Badulla, Ratnapura, and Matale.",Medium
11,Industrial Revolution,An official postal system had been started by 1815 connecting the cities like Colombo...,When was the official postal system started in Sri Lanka?,By 1815.,By 1815,Hard
11,Industrial Revolution,"Thus, running chariots was started for the first time in Asia, in Sri Lanka.",Where was the practice of running chariots first started in Asia?,In Sri Lanka.,In Sri Lanka.,Medium
11,Industrial Revolution,The Sri Lankas first postal stamp was issued in 1857.,When was Sri Lanka's first postal stamp issued?,In 1857.,In 1857.,Hard
11,Industrial Revolution,The telegram service was started in 1858.,When was the telegram service started in Sri Lanka?,In 1858.,In 1858.,Hard
11,Establishment of British Power in Sri Lanka,"After those two nations, the next European nation that imposed its power on Sri Lanka was the British.",Who was the next European nation to impose its power on Sri Lanka after the Portuguese and the Dutch?,The British.,The British.,Easy
11,Establishment of British Power in Sri Lanka,"The English who noticed that the Portuguese and the Dutch people were earning a lot of profit from the trade activities in Asia, also paid their attention to Asia.",What did the English notice about the Portuguese and Dutch people?,They noticed that the Portuguese and the Dutch people were earning a lot of profit from the trade activities in Asia.,"""earning a lot of profit""",Medium
11,Establishment of British Power in Sri Lanka,"As a result, a group of English businessmen established the East India Trade Company in December 1600...",Who established the East India Trade Company in December 1600?,A group of English businessmen.,A group of English businessmen.,Medium
11,Establishment of British Power in Sri Lanka,...by a royal warrant obtained from Queen Elizabeth I to do trade activities in Asia.,Who granted a royal warrant to a trader to do business in Asia?,Queen Elizabeth I.,Queen Elizabeth I,Easy
11,Establishment of British Power in Sri Lanka,The first fleet of ships of this company had gone to Sumatra islands and started trade.,What was the first fleet of ships of this company doing?,They started trade.,started trade,Easy
11,Establishment of British Power in Sri Lanka,"Then, another fleet of ships came to India under William Hokins and conducted discussions about trade with the Mughal emperor, Jahangir.",Who led another fleet of ships to India for trade discussions with the Mughal emperor?,William Hokins.,William Hokins,Medium
11,Establishment of British Power in Sri Lanka,"At the beginning of their visits to Asia, the English tried to tighten their trade relations with Southeast Asian region.",What was the initial intention of the English during their visits to Asia?,The English tried to tighten their trade relations with Southeast Asia.,Tighten trade relations,Hard
11,Establishment of British Power in Sri Lanka,There had been fights between the Portuguese and the Dutch to claim the trade power in Southeast Asia during the first two decades of the 17th century.,Who were in conflict over trade power in Southeast Asia during the 17th century?,The Portuguese and the Dutch.,Portuguese and Dutch,Medium
